#Table1
files,name,labels,objID,ra,dec,type,u_g,modelMag_r,g_z,petroRad_r
sdss_ra=49.7333_dec=41.5787.png,PCC-3303,1,1237661059574270104,49.7333349873982,41.5787470740448,GALAXY,1.672335,18.14951,1.329027,18.01974
sdss_ra=49.7334_dec=41.6862.png,PCC-3305,1,1237661059574269490,49.7334389760379,41.6862022451275,GALAXY,1.693007,17.8745,1.413122,5.390026
sdss_ra=49.735_dec=41.2599.png,PCC-3316,1,1237661122388034911,49.7350072068284,41.2599008235858,GALAXY,2.493378,19.48338,1.337837,3.638766
sdss_ra=49.7397_dec=41.359.png,PCC-3361,1,1237661122387969351,49.7398409832031,41.3590181249971,GALAXY,1.241117,18.53631,1.269999,2.969453
sdss_ra=49.7405_dec=41.4161.png,PCC-3366,1,1237661122387968377,49.7403642050255,41.416037501189,GALAXY,3.878317,19.01617,0.6389923,11.30434
sdss_ra=49.7415_dec=41.6351.png,PCC-3379,1,1237661059574268293,49.7414833647509,41.6350645496723,GALAXY,2.038477,15.53891,1.808393,9.159197
sdss_ra=49.7454_dec=41.3209.png,PCC-3401,1,1237661122388034195,49.745417106714,41.3208726695328,GALAXY,1.561756,17.17602,1.517712,8.498062
sdss_ra=49.7484_dec=41.4446.png,PCC-3418,1,1237661055281727532,49.7483205319838,41.4445199643402,GALAXY,1.80975,19.11835,1.498514,6.633367
sdss_ra=49.7516_dec=41.484.png,PCC-3444,1,1237661055281727478,49.7514991718268,41.4839673670302,GALAXY,1.206635,20.47615,1.318325,3.11277
sdss_ra=49.7624_dec=41.5043.png,PCC-3529,1,1237661055281726690,49.7624332130551,41.5042953396475,GALAXY,1.777124,17.14917,1.544878,7.482985
sdss_ra=49.7817_dec=41.2523.png,PCC-3661,1,1237661122388034714,49.7816617473742,41.2523432383874,GALAXY,1.616028,17.61248,1.597,7.465219
sdss_ra=49.7852_dec=41.5811.png,PCC-3687,1,1237661059574268657,49.7852126845403,41.5811111841682,GALAXY,1.675518,16.89758,1.541508,8.444178
sdss_ra=49.7895_dec=41.7047.png,PCC-3723,1,1237661059574269762,49.7894371571723,41.7046819943938,GALAXY,1.403421,18.14489,1.493675,7.6727
sdss_ra=49.7926_dec=41.6781.png,PCC-3742,1,1237661059574270044,49.7925606412325,41.6781333747249,GALAXY,2.013845,18.03463,1.618624,9.146162
sdss_ra=49.7935_dec=41.4936.png,PCC-3749,1,1237661055281727536,49.7934713179067,41.4935928932685,GALAXY,2.143284,18.8083,1.504484,4.747866
sdss_ra=49.7995_dec=41.7588.png,PCC-3799,1,1237661055818531720,49.7994161668261,41.7588113686016,GALAXY,2.172552,19.43202,1.483259,7.357969
sdss_ra=49.8124_dec=41.6778.png,PCC-3919,1,1237661059574268367,49.8124252837371,41.6777860645768,GALAXY,1.716032,19.4901,1.613972,5.137517
sdss_ra=49.8126_dec=41.2313.png,PCC-3921,1,1237661122388033900,49.8126462271335,41.2312987275339,GALAXY,5.828825,18.4267,1.247921,8.763486
sdss_ra=49.8178_dec=41.7537.png,PCC-3963,1,1237670458048448193,49.8177954835046,41.7537212268755,GALAXY,2.90374,20.8593,0.5589943,1.813332
sdss_ra=49.8495_dec=41.6924.png,PCC-4208,1,1237661059574268461,49.849493642492,41.692411543124,GALAXY,1.75988,16.41424,1.59492,9.152423
sdss_ra=49.8585_dec=41.2621.png,PCC-4297,1,1237661055281858136,49.8584298014414,41.2620858904832,GALAXY,2.090132,19.49379,1.467293,5.643189
sdss_ra=49.8627_dec=41.6082.png,PCC-4330,1,1237661059574268881,49.8626610167712,41.608148461664,GALAXY,1.922052,17.91178,1.480223,10.14701
sdss_ra=49.8715_dec=41.7361.png,PCC-4402,1,1237670458048448215,49.8714770199501,41.7360984777434,GALAXY,1.777065,19.13093,1.313896,4.9509
sdss_ra=49.8969_dec=41.6179.png,PCC-4608,1,1237661059574333973,49.8969485311762,41.6178802992268,GALAXY,1.654661,18.18883,1.408957,6.634493
sdss_ra=49.9145_dec=41.2779.png,PCC-4743,1,1237661055281856671,49.9145238700455,41.2778749314693,GALAXY,1.045465,20.32944,2.84943,2.692215
sdss_ra=49.9175_dec=41.3292.png,PCC-4771,1,1237661055281856613,49.9174877741773,41.3291991253375,GALAXY,2.083092,14.62969,1.878002,6.052194
sdss_ra=49.9317_dec=41.7131.png,PCC-4867,1,1237670960021505627,49.9316990153032,41.7131333405431,GALAXY,1.463562,22.06069,0.6258564,1.337922
sdss_ra=49.9326_dec=41.457.png,PCC-4876,1,1237661059574334072,49.9325721909726,41.4569819791321,GALAXY,2.148634,15.13689,1.923657,6.452093
sdss_ra=49.936_dec=41.4465.png,PCC-4900,1,1237661059574334104,49.935962259091,41.4464621363995,GALAXY,1.951349,15.5348,1.813143,6.00727
sdss_ra=49.9453_dec=41.3786.png,PCC-4981,1,1237661055281857728,49.9451606025947,41.3785746207589,STAR,3.597086,18.7346,3.920328,2.83969
sdss_ra=49.9574_dec=41.3299.png,PCC-5095,1,1237661055281856736,49.9573308279089,41.3297827329895,GALAXY,2.309149,18.29996,1.557718,6.708331
sdss_ra=49.9575_dec=41.6693.png,PCC-5096,1,1237661059574334539,49.9573112317994,41.6690357516685,GALAXY,2.598799,19.58217,0.4351616,6.567333
sdss_ra=49.9636_dec=41.3097.png,PCC-5137,1,1237661055281856795,49.9601523962286,41.3082558648684,STAR,2.099339,15.80084,1.324567,2.202123
sdss_ra=49.9656_dec=41.3923.png,PCC-5147,1,1237661055281857996,49.9655399448773,41.3922586115639,GALAXY,1.302105,19.37686,1.511499,3.857142
sdss_ra=49.967_dec=41.2598.png,PCC-5156,1,1237661055281857832,49.9670041779905,41.2598346269331,GALAXY,1.974316,18.7198,1.445345,3.942765
sdss_ra=49.9672_dec=41.648.png,PCC-5157,1,1237661059574333698,49.9671867685324,41.6480901991767,GALAXY,7.086775,19.86358,1.221334,4.643035
sdss_ra=49.9705_dec=41.6088.png,PCC-5169,1,1237661059574334013,49.9705060262728,41.6087855128691,GALAXY,1.906456,15.59959,1.674442,12.8319
sdss_ra=49.9756_dec=41.3089.png,PCC-5196,1,1237661055281856865,49.9738890234944,41.3054073783784,STAR,-0.2155323,22.86876,3.937397,0.9085665
sdss_ra=49.9947_dec=41.75.png,PCC-5358,1,1237670960021504409,49.994725223964,41.7500341325467,GALAXY,6.157221,17.53399,1.576391,8.789475
sdss_ra=49.9967_dec=41.3092.png,PCC-5374,1,1237661055281857031,49.9961996574676,41.3093625445113,STAR,1.041622,22.91631,1.991064,1.055185
sdss_ra=49.8825_dec=41.7447.png,PCC-4502,1,1237670458048446875,49.8825134786365,41.7445322615188,GALAXY,3.955753,19.29449,-0.5348988,7.691484
sdss_ra=49.9387_dec=41.2544.png,PCC-4932,1,1237661055281857496,49.938645620845,41.2544449556091,GALAXY,1.083651,18.40745,0.7735271,2.180196
