#Table1
files,name,labels,reds,objID,type,ra,dec,modelMag_r,u_g,g_z,g_r,g_i,r_i,r_z,petroRad_r
sdss_ra=49.4134_dec=41.5176.png,PCC-0985,1,1.3875,1237661055281662743,GALAXY,49.4104853605146,41.5182647438377,20.85366,1.458317,2.241245,0.9517403,1.874462,0.9227219,1.289505,2.969488
sdss_ra=49.4149_dec=41.5612.png,PCC-0993,1,1.1775,1237661055281661843,GALAXY,49.4148546953668,41.561150981206,19.06888,1.231678,1.599281,0.9752827,1.249075,0.2737923,0.6239986,6.252038
sdss_ra=49.4273_dec=41.3231.png,PCC-1067,1,12.985,1237661083199144423,GALAXY,49.4273106345572,41.3231237681011,17.73236,2.650261,1.320105,0.8196125,1.195669,0.3760567,0.5004921,11.06858
sdss_ra=49.4284_dec=41.5999.png,PCC-1078,1,8.705,1237661055281661782,GALAXY,49.4284218432391,41.5998779610828,17.32182,1.870342,1.601402,0.8913841,1.337364,0.4459801,0.7100182,11.40169
sdss_ra=49.432_dec=41.3634.png,PCC-1101,1,8.7475,1237661083199145830,GALAXY,49.4316981732861,41.3631918525889,21.16241,1.596251,0.1719437,1.731369,1.021391,-0.7099781,-1.559425,3.635142
sdss_ra=49.4519_dec=41.4084.png,PCC-1220,1,2.6575,1237661122387903824,GALAXY,49.4517635999405,41.4083189109755,19.45683,1.134291,1.533762,0.9044113,1.24415,0.3397388,0.6293507,11.30644
sdss_ra=49.4615_dec=41.522.png,PCC-1282,1,0.8025,1237661055281662019,GALAXY,49.4615210525463,41.5220093296147,19.21583,1.788113,1.71624,0.9854679,1.370699,0.385231,0.730772,4.859988
sdss_ra=49.5028_dec=41.2991.png,PCC-1543,1,4.92,1237661083199144680,GALAXY,49.5028172944523,41.2990947963276,16.05032,1.815702,1.647505,0.881052,1.303479,0.4224272,0.7664528,7.688799
sdss_ra=49.5078_dec=41.5578.png,PCC-1577,1,1.0875,1237661055281661504,GALAXY,49.50778075705,41.5577737369803,20.4072,1.625053,1.513237,0.9719276,1.332491,0.3605633,0.5413094,2.463989
sdss_ra=49.5126_dec=41.5128.png,PCC-1613,1,8.615,1237661055281660366,GALAXY,49.5125725288046,41.5127651899085,20.52712,1.45319,1.437424,0.8511295,1.238743,0.3876133,0.5862942,1.257279
sdss_ra=49.5154_dec=41.3231.png,PCC-1628,1,9.28,1237661083199144664,GALAXY,49.5154139273366,41.3230599188577,16.70314,2.152695,1.878805,0.9938316,1.495775,0.5019436,0.8849735,4.110968
sdss_ra=49.5184_dec=41.3698.png,PCC-1655,1,5.9375,1237661122387903518,GALAXY,49.5183697511162,41.3697430176767,16.87384,1.658012,1.638861,0.9026318,1.356438,0.4538059,0.7362289,10.23682
sdss_ra=49.5231_dec=41.4355.png,PCC-1684,1,3.385,1237661055281726374,GALAXY,49.5231929662629,41.4354812532149,19.06034,1.129246,1.5077,0.9235191,1.268042,0.3445225,0.5841808,6.111115
sdss_ra=49.5244_dec=41.5814.png,PCC-1691,1,6.1025,1237661055281661215,GALAXY,49.5244020175459,41.5813582968019,16.32676,2.016371,1.76267,0.971529,1.424766,0.4532366,0.7911406,10.10991
sdss_ra=49.5308_dec=41.5539.png,PCC-1736,1,3.3825,1237661055281661267,GALAXY,49.5306570322222,41.5538974510229,20.88006,1.351978,1.113539,0.599371,1.059216,0.4598446,0.5141678,1.534005
sdss_ra=49.5486_dec=41.6169.png,PCC-1833,1,7.3675,1237661055281660431,GALAXY,49.5486037358835,41.6168429144839,18.38352,2.00297,1.539364,0.8962555,1.346228,0.4499722,0.6431084,5.749384
sdss_ra=49.5502_dec=41.4233.png,PCC-1842,1,15.6625,1237661055281726863,GALAXY,49.5501794590082,41.4233420002467,17.63637,1.867548,1.56221,0.8659515,1.294933,0.4289818,0.6962585,6.34305
sdss_ra=49.557_dec=41.4616.png,PCC-1884,1,2.215,1237661055281725545,GALAXY,49.5570253856624,41.4615890520314,20.47499,2.776468,1.627743,1.02508,1.59482,0.5697403,0.602663,1.694162
sdss_ra=49.5667_dec=41.2776.png,PCC-1937,1,9.0875,1237661083199209709,GALAXY,49.5667122525265,41.2775209694268,18.45231,1.6362,1.588932,0.8561287,1.295055,0.4389267,0.7328033,18.01882
sdss_ra=49.568_dec=41.5799.png,PCC-1947,1,1.21,1237661055281660539,GALAXY,49.5678204673379,41.5799326405555,21.50932,0.6016788,1.441107,0.8161964,1.104027,0.2878304,0.6249104,1.475787
sdss_ra=49.5741_dec=41.5031.png,PCC-1984,1,13.1275,1237661055281725477,GALAXY,49.5741266370053,41.503106046199,17.02637,1.839634,1.672237,0.8943977,1.33713,0.4427319,0.7778397,9.353975
sdss_ra=49.5791_dec=41.6937.png,PCC-2021,1,2.435,1237661059574204563,GALAXY,49.5790523097195,41.6935962781932,19.97139,4.4687,0.6857929,0.7036018,1.016155,0.3125534,-0.01780891,4.725278
sdss_ra=49.582_dec=41.2943.png,PCC-2039,1,0.8525,1237661083199211225,GALAXY,49.5820192387744,41.2942754398326,19.35369,2.178457,1.877493,0.9437923,0.9843578,0.04056549,0.9337006,6.64329
sdss_ra=49.5958_dec=41.2689.png,PCC-2146,1,6.9075,1237661083199209781,GALAXY,49.5957549984616,41.2688988395178,15.38928,2.043249,1.738431,0.915926,1.371466,0.4555397,0.822505,12.78765
sdss_ra=49.5992_dec=41.6442.png,PCC-2172,1,29.7875,1237661059574203163,GALAXY,49.5991356561728,41.6442292448913,17.16156,2.011759,1.690905,0.9267921,1.442799,0.5160065,0.7641125,6.985229
sdss_ra=49.6048_dec=41.5212.png,PCC-2214,1,1.2525,1237661055281727193,GALAXY,49.6047846556372,41.5211782817442,18.81112,2.468927,1.597589,0.9009151,1.250193,0.3492775,0.6966743,5.91063
sdss_ra=49.6078_dec=41.5452.png,PCC-2241,1,5.425,1237661055281662281,GALAXY,49.6077697651511,41.5452771087227,19.56975,1.711477,1.59166,0.8646336,1.354855,0.490221,0.727026,6.714672
sdss_ra=49.6152_dec=41.3213.png,PCC-2325,1,5.2975,1237661122387968730,GALAXY,49.6152258885157,41.3213174238366,16.6175,1.95513,1.776405,0.9358177,1.428982,0.4931641,0.8405876,6.027709
sdss_ra=49.6169_dec=41.7091.png,PCC-2332,1,20.26,1237661059574203026,GALAXY,49.6168532946292,41.7091116790088,19.19407,3.7596,1.886065,0.1330585,1.706509,1.57345,1.753006,1.811826
sdss_ra=49.6181_dec=41.286.png,PCC-2339,1,2.9925,1237661083199209883,GALAXY,49.6180139196267,41.2859445845986,18.64474,3.259039,1.519157,0.8928242,1.13133,0.2385063,0.6263332,9.844487
sdss_ra=49.6241_dec=41.3027.png,PCC-2393,1,8.96,1237661122387968365,GALAXY,49.6241449104646,41.3026729212866,21.25951,1.207663,0.9792824,0.7868748,1.212286,0.4254112,0.1924076,2.175494
sdss_ra=49.6382_dec=41.2977.png,PCC-2531,1,0.6525,1237661122387969275,GALAXY,49.6382972499663,41.2976970974567,18.71243,1.354212,1.232567,0.75597,1.167229,0.4112587,0.4765968,7.114778
sdss_ra=49.6396_dec=41.7522.png,PCC-2546,1,9.555,1237661059574204583,GALAXY,49.639573521801,41.7521735266186,18.369,2.005714,1.489292,0.8876781,1.290842,0.4031639,0.601614,8.490146
sdss_ra=49.6431_dec=41.4925.png,PCC-2571,1,3.9975,1237661055281726517,GALAXY,49.6429953996031,41.4925854850353,18.04581,2.25651,0.7855282,1.034538,1.356251,0.3217125,-0.2490101,2.969857
sdss_ra=49.6673_dec=41.4173.png,PCC-2754,1,2.19,1237661055281726151,GALAXY,49.6672674086103,41.4173276759573,18.28685,1.964485,1.541523,0.8354912,1.282984,0.4474926,0.7060318,6.576177
sdss_ra=49.6693_dec=41.2867.png,PCC-2772,1,2.3975,1237661122387969336,GALAXY,49.6693128398208,41.2867238751049,18.56588,1.705036,1.365532,0.8137321,1.170422,0.3566895,0.5517998,6.463022
sdss_ra=49.6694_dec=41.6242.png,PCC-2774,1,23.785,1237661059574268125,GALAXY,49.6693806363888,41.6242963115361,19.93211,2.264778,1.078224,0.619339,-0.05332375,-0.6726627,0.4588852,3.098767
sdss_ra=49.6869_dec=41.6338.png,PCC-2918,1,2.355,1237661059574269925,GALAXY,49.6869535877601,41.6338296886737,18.28841,1.741289,1.574745,0.8718948,1.255133,0.3832378,0.7028503,5.899782
sdss_ra=49.6925_dec=41.4049.png,PCC-2959,1,1.8125,1237661055281726935,GALAXY,49.6925197754117,41.4049068024513,18.0261,1.687134,1.54285,0.869976,1.255728,0.3857517,0.6728745,9.236158
sdss_ra=49.6929_dec=41.6028.png,PCC-2961,1,4.5675,1237661059574268241,GALAXY,49.6928779643566,41.602876029848,20.61333,1.12981,1.64666,0.8469467,1.229801,0.3828545,0.7997131,18.01974
sdss_ra=49.6991_dec=41.748.png,PCC-3010,1,6.1725,1237661059574203755,GALAXY,49.6991149984011,41.74790585261,17.62265,2.090137,1.609179,0.8768482,1.29512,0.418272,0.7323303,8.353142
sdss_ra=49.7077_dec=41.5067.png,PCC-3076,1,12.3,1237661055281726564,GALAXY,49.7076635211732,41.5066372950096,16.75766,2.077662,1.645988,0.8875771,1.35145,0.4638729,0.7584105,8.997107
sdss_ra=49.712_dec=41.6398.png,PCC-3116,1,9.2625,1237661059574268182,GALAXY,49.7120406913765,41.6398115805485,17.25065,1.975563,1.667816,0.8651867,1.317625,0.4524384,0.8026295,6.680282
sdss_ra=49.7177_dec=41.2676.png,PCC-3164,1,8.89,1237661122388034216,GALAXY,49.7177473516028,41.2675578337069,17.35186,0.2259464,1.454119,0.8429241,1.328384,0.4854603,0.6111946,13.38139
sdss_ra=49.7227_dec=41.3095.png,PCC-3205,1,16.1025,1237661122387969384,GALAXY,49.7227292680284,41.309428215373,19.57966,5.009499,1.06978,1.080236,1.317602,0.2373657,-0.01045609,7.637955
sdss_ra=49.727_dec=41.2225.png,PCC-3244,1,5.9825,1237661083199276043,GALAXY,49.7268696113057,41.2224565446657,18.27106,7.701906,0.3508587,1.226746,0.1127319,-1.114014,-0.8758869,43.76662
sdss_ra=49.7333_dec=41.5787.png,PCC-3303,1,4.17,1237661059574270104,GALAXY,49.7333349873982,41.5787470740448,18.14951,1.672335,1.329027,0.7896156,1.173399,0.3837833,0.5394115,18.01974
sdss_ra=49.7334_dec=41.6862.png,PCC-3305,1,6.01,1237661059574269490,GALAXY,49.7334389760379,41.6862022451275,17.8745,1.693007,1.413122,0.7867985,1.169857,0.3830585,0.6263237,5.390026
sdss_ra=49.735_dec=41.2599.png,PCC-3316,1,2.2425,1237661122388034911,GALAXY,49.7350072068284,41.2599008235858,19.48338,2.493378,1.337837,0.7801914,1.210688,0.4304962,0.5576458,3.638766
sdss_ra=49.7397_dec=41.359.png,PCC-3361,1,6.2725,1237661122387969351,GALAXY,49.7398409832031,41.3590181249971,18.53631,1.241117,1.269999,0.8505955,1.213339,0.3627434,0.4194031,2.969453
sdss_ra=49.7405_dec=41.4161.png,PCC-3366,1,33.7925,1237661122387968377,GALAXY,49.7403642050255,41.416037501189,19.01617,3.878317,0.6389923,0.597702,1.05706,0.4593582,0.04129028,11.30434
sdss_ra=49.7415_dec=41.6351.png,PCC-3379,1,8.6625,1237661059574268293,GALAXY,49.7414833647509,41.6350645496723,15.53891,2.038477,1.808393,0.9768429,1.450929,0.4740858,0.8315496,9.159197
sdss_ra=49.7454_dec=41.3209.png,PCC-3401,1,8.215,1237661122388034195,GALAXY,49.745417106714,41.3208726695328,17.17602,1.561756,1.517712,0.7957783,1.213324,0.4175453,0.7219334,8.498062
sdss_ra=49.7484_dec=41.4446.png,PCC-3418,1,3.915,1237661055281727532,GALAXY,49.7483205319838,41.4445199643402,19.11835,1.80975,1.498514,0.9131012,1.21216,0.2990589,0.585413,6.633367
sdss_ra=49.7516_dec=41.484.png,PCC-3444,1,10.1325,1237661055281727478,GALAXY,49.7514991718268,41.4839673670302,20.47615,1.206635,1.318325,0.6614532,0.9321175,0.2706642,0.6568718,3.11277
sdss_ra=49.7624_dec=41.5043.png,PCC-3529,1,7.785,1237661055281726690,GALAXY,49.7624332130551,41.5042953396475,17.14917,1.777124,1.544878,0.8518677,1.271147,0.4192791,0.6930103,7.482985
sdss_ra=49.7817_dec=41.2523.png,PCC-3661,1,5.35,1237661122388034714,GALAXY,49.7816617473742,41.2523432383874,17.61248,1.616028,1.597,0.9103165,1.34573,0.4354134,0.6866837,7.465219
sdss_ra=49.7852_dec=41.5811.png,PCC-3687,1,11.5075,1237661059574268657,GALAXY,49.7852126845403,41.5811111841682,16.89758,1.675518,1.541508,0.8537159,1.255493,0.4017773,0.6877918,8.444178
sdss_ra=49.7895_dec=41.7047.png,PCC-3723,1,1.0425,1237661059574269762,GALAXY,49.7894371571723,41.7046819943938,18.14489,1.403421,1.493675,0.8199158,1.214624,0.3947086,0.6737595,7.6727
sdss_ra=49.7926_dec=41.6781.png,PCC-3742,1,8.12,1237661059574270044,GALAXY,49.7925606412325,41.6781333747249,18.03463,2.013845,1.618624,0.8970051,1.288677,0.3916721,0.7216187,9.146162
sdss_ra=49.7935_dec=41.4936.png,PCC-3749,1,15.975,1237661055281727536,GALAXY,49.7934713179067,41.4935928932685,18.8083,2.143284,1.504484,0.8134899,1.291016,0.4775257,0.6909943,4.747866
sdss_ra=49.7995_dec=41.7588.png,PCC-3799,1,1.625,1237661055818531720,GALAXY,49.7994161668261,41.7588113686016,19.43202,2.172552,1.483259,0.8736267,1.192476,0.3188496,0.6096325,7.357969
sdss_ra=49.8124_dec=41.6778.png,PCC-3919,1,1.6575,1237661059574268367,GALAXY,49.8124252837371,41.6777860645768,19.4901,1.716032,1.613972,0.9479618,1.256536,0.3085747,0.6660099,5.137517
sdss_ra=49.8126_dec=41.2313.png,PCC-3921,1,7.695,1237661122388033900,GALAXY,49.8126462271335,41.2312987275339,18.4267,5.828825,1.247921,1.014956,1.308264,0.2933083,0.2329655,8.763486
sdss_ra=49.8178_dec=41.7537.png,PCC-3963,1,4.4325,1237670458048448193,GALAXY,49.8177954835046,41.7537212268755,20.8593,2.90374,0.5589943,0.5310059,1.029922,0.4989166,0.02798843,1.813332
sdss_ra=49.8495_dec=41.6924.png,PCC-4208,1,10.34,1237661059574268461,GALAXY,49.849493642492,41.692411543124,16.41424,1.75988,1.59492,0.8770046,1.29436,0.4173555,0.7179155,9.152423
sdss_ra=49.8501_dec=41.5332.png,PCC-4216,1,31.8775,1237661059574334161,STAR,49.8272035511872,41.5482002970595,19.04932,2.481712,3.155655,1.558615,2.580442,1.021828,1.59704,0.9369479
sdss_ra=49.8585_dec=41.2621.png,PCC-4297,1,2.2225,1237661055281858136,GALAXY,49.8584298014414,41.2620858904832,19.49379,2.090132,1.467293,0.8999634,1.313917,0.4139538,0.5673294,5.643189
sdss_ra=49.8627_dec=41.6082.png,PCC-4330,1,7.4875,1237661059574268881,GALAXY,49.8626610167712,41.608148461664,17.91178,1.922052,1.480223,0.822258,1.223377,0.4011192,0.6579647,10.14701
sdss_ra=49.8715_dec=41.7361.png,PCC-4402,1,2.66,1237670458048448215,GALAXY,49.8714770199501,41.7360984777434,19.13093,1.777065,1.313896,0.7153397,1.107862,0.3925228,0.5985565,4.9509
sdss_ra=49.8823_dec=41.5225.png,PCC-4499,1,20.3575,1237661059574334260,STAR,49.8919274490923,41.5162047331679,25.09422,-3.03199,3.003561,0.2123737,0.5338497,0.321476,2.791187,0.2512733
sdss_ra=49.8902_dec=41.5536.png,PCC-4551,1,9.5975,1237661059574334677,STAR,49.9021642545308,41.5554330767045,22.44063,-1.636576,4.316189,2.815794,3.720299,0.9045048,1.500395,1.453905
sdss_ra=49.8969_dec=41.6179.png,PCC-4608,1,6.21,1237661059574333973,GALAXY,49.8969485311762,41.6178802992268,18.18883,1.654661,1.408957,0.7970448,1.148991,0.3519459,0.6119118,6.634493
sdss_ra=49.9053_dec=41.486.png,PCC-4666,1,11.84,1237661059574334576,GALAXY,49.9077253818559,41.4725170355745,22.05002,-0.04884529,2.587074,1.522949,2.158566,0.6356163,1.064125,2.970248
sdss_ra=49.9145_dec=41.2779.png,PCC-4743,1,15.625,1237661055281856671,GALAXY,49.9145238700455,41.2778749314693,20.32944,1.045465,2.84943,1.828079,2.563782,0.7357025,1.021351,2.692215
sdss_ra=49.9151_dec=41.5179.png,PCC-4750,1,17.335,1237661059574334260,STAR,49.8919274490923,41.5162047331679,25.09422,-3.03199,3.003561,0.2123737,0.5338497,0.321476,2.791187,0.2512733
sdss_ra=49.9175_dec=41.3292.png,PCC-4771,1,4.87,1237661055281856613,GALAXY,49.9174877741773,41.3291991253375,14.62969,2.083092,1.878002,1.000623,1.489584,0.4889612,0.8773794,6.052194
sdss_ra=49.9235_dec=41.4881.png,PCC-4811,1,18.5525,1237661059574334435,STAR,49.9323233244962,41.4751177634112,20.02407,2.065229,1.558226,0.8258953,1.212839,0.3869438,0.7323303,0.9117293
sdss_ra=49.9248_dec=41.4995.png,PCC-4816,1,30.525,1237661059574334435,STAR,49.9323233244962,41.4751177634112,20.02407,2.065229,1.558226,0.8258953,1.212839,0.3869438,0.7323303,0.9117293
sdss_ra=49.9317_dec=41.7131.png,PCC-4867,1,9.17,1237670960021505627,GALAXY,49.9316990153032,41.7131333405431,22.06069,1.463562,0.6258564,0.6905518,1.28228,0.5917282,-0.06469536,1.337922
sdss_ra=49.9326_dec=41.457.png,PCC-4876,1,15.7675,1237661059574334072,GALAXY,49.9325721909726,41.4569819791321,15.13689,2.148634,1.923657,1.00928,1.530828,0.5215483,0.9143772,6.452093
sdss_ra=49.936_dec=41.4465.png,PCC-4900,1,17.76,1237661059574334104,GALAXY,49.935962259091,41.4464621363995,15.5348,1.951349,1.813143,0.952879,1.419697,0.4668179,0.8602638,6.00727
sdss_ra=49.9449_dec=41.5293.png,PCC-4979,1,14.675,1237661059574333557,GALAXY,49.9509598680934,41.5471605767789,14.49405,0.2173786,1.436186,0.7750206,0.8520336,0.07701302,0.6611652,258.4116
sdss_ra=49.9453_dec=41.3786.png,PCC-4981,1,9.1025,1237661055281857728,STAR,49.9451606025947,41.3785746207589,18.7346,3.597086,3.920328,1.455099,3.005003,1.549904,2.465229,2.83969
sdss_ra=49.9523_dec=41.5579.png,PCC-5047,1,28.535,1237661059574333557,GALAXY,49.9509598680934,41.5471605767789,14.49405,0.2173786,1.436186,0.7750206,0.8520336,0.07701302,0.6611652,258.4116
sdss_ra=49.9538_dec=41.5834.png,PCC-5063,1,16.9225,1237661059574334382,STAR,49.945607142213,41.5802544576483,21.87588,1.244825,2.307346,1.563824,2.220453,0.6566296,0.7435226,0.8679537
sdss_ra=49.9574_dec=41.3299.png,PCC-5095,1,17.1275,1237661055281856736,GALAXY,49.9573308279089,41.3297827329895,18.29996,2.309149,1.557718,0.8940697,1.378149,0.4840794,0.6636486,6.708331
sdss_ra=49.9575_dec=41.6693.png,PCC-5096,1,1.0675,1237661059574334539,GALAXY,49.9573112317994,41.6690357516685,19.58217,2.598799,0.4351616,0.936306,0.5239449,-0.4123611,-0.5011444,6.567333
sdss_ra=49.9635_dec=41.5354.png,PCC-5136,1,25.4425,1237661059574333557,GALAXY,49.9509598680934,41.5471605767789,14.49405,0.2173786,1.436186,0.7750206,0.8520336,0.07701302,0.6611652,258.4116
sdss_ra=49.9636_dec=41.3097.png,PCC-5137,1,7.905,1237661055281856795,STAR,49.9601523962286,41.3082558648684,15.80084,2.099339,1.324567,-0.7795315,-0.3820848,0.3974466,2.104098,2.202123
sdss_ra=49.9656_dec=41.3923.png,PCC-5147,1,2.3325,1237661055281857996,GALAXY,49.9655399448773,41.3922586115639,19.37686,1.302105,1.511499,0.821907,1.175476,0.353569,0.6895924,3.857142
sdss_ra=49.967_dec=41.2598.png,PCC-5156,1,2.78,1237661055281857832,GALAXY,49.9670041779905,41.2598346269331,18.7198,1.974316,1.445345,0.8673744,1.316496,0.4491215,0.5779705,3.942765
sdss_ra=49.9672_dec=41.648.png,PCC-5157,1,2.3475,1237661059574333698,GALAXY,49.9671867685324,41.6480901991767,19.86358,7.086775,1.221334,0.6215134,0.8721561,0.2506428,0.5998211,4.643035
sdss_ra=49.9686_dec=41.5498.png,PCC-5163,1,9.2,1237661059574333557,GALAXY,49.9509598680934,41.5471605767789,14.49405,0.2173786,1.436186,0.7750206,0.8520336,0.07701302,0.6611652,258.4116
sdss_ra=49.9705_dec=41.6088.png,PCC-5169,1,6.5925,1237661059574334013,GALAXY,49.9705060262728,41.6087855128691,15.59959,1.906456,1.674442,0.8993855,1.351961,0.4525757,0.7750568,12.8319
sdss_ra=49.9756_dec=41.3089.png,PCC-5196,1,11.9175,1237661055281856865,STAR,49.9738890234944,41.3054073783784,22.86876,-0.2155323,3.937397,2.15472,3.118208,0.9634876,1.782677,0.9085665
sdss_ra=49.9932_dec=41.5479.png,PCC-5339,1,28.4075,1237661059574334453,STAR,50.0172091785913,41.5482751477142,21.31716,0.580925,3.674906,1.534445,2.881615,1.34717,2.140461,3.350529
sdss_ra=49.9947_dec=41.75.png,PCC-5358,1,49.0425,1237670960021504409,GALAXY,49.994725223964,41.7500341325467,17.53399,6.157221,1.576391,0.8715591,1.323565,0.4520054,0.7048321,8.789475
sdss_ra=49.9967_dec=41.3092.png,PCC-5374,1,17.355,1237661055281857031,STAR,49.9961996574676,41.3093625445113,22.91631,1.041622,1.991064,1.159723,1.114315,-0.04540825,0.8313408,1.055185
sdss_ra=49.8825_dec=41.7447.png,PCC-4502,1,4.63,1237670458048446875,GALAXY,49.8825134786365,41.7445322615188,19.29449,3.955753,-0.5348988,0.6856937,1.386385,0.7006912,-1.220592,7.691484
sdss_ra=49.9387_dec=41.2544.png,PCC-4932,1,5.585,1237661055281857496,GALAXY,49.938645620845,41.2544449556091,18.40745,1.083651,0.7735271,0.3703327,0.7168903,0.3465576,0.4031944,2.180196
